Variety,GB Grade,Area (hectare),County,Producer
LA STRADA,S,3.8,Aberdeen,Cygnet PEP Ltd
ROYAL,S,8.8,Perth,McCain Potatoes
LA STRADA,SE,0.2,Aberdeen,Cygnet PEP Ltd
LA STRADA,SE,6,Aberdeen,Cygnet PEP Ltd
BUFFALO,PB,0.04,Aberdeen,IPM Potato Group Ltd
MARKIES,S,3,Perth,Agrico UK Ltd
MARKIES,S,2.7,Perth,Agrico UK Ltd
PREMIERE,S,0.6,Perth,Agrico UK Ltd
HERMES,PB,0.02,Aberdeen,Strathmore Potatoes Ltd
ARSENAL,SE,8,Aberdeen,Agrico UK Ltd
ARSENAL,SE,1.2,Aberdeen,Agrico UK Ltd
MARKIES,PB,0.09,Aberdeen,Agrico UK Ltd
HERMES,PB,0.04,Aberdeen,IPM Potato Group Ltd
PICASSO,SE,3.9,Aberdeen,Agrico UK Ltd
MARFONA,PB,0.05,Aberdeen,Agrico UK Ltd
TWISTER,PB,0.04,Aberdeen,Agrico UK Ltd
TWINNER,PB,0.03,Aberdeen,Agrico UK Ltd
MARIS BARD,PB,0.03,Aberdeen,Wolds Produce Ltd
MARIS BARD,PB,0.16,Aberdeen,Cygnet PEP Ltd
HERMES,PB,0.08,Aberdeen,Cygnet PEP Ltd
ATLANTIC,S,0.2,Perth,Grampian Growers
HERMES,S,3.2,Perth,FIMM Potatoes Co Ltd
HERMES,SE,5.8,Perth,FIMM Potatoes Co Ltd
HERMES,SE,1.5,Perth,FIMM Potatoes Co Ltd
CARA,S,4.2,Perth,FIMM Potatoes Co Ltd
CARA,SE,2.5,Perth,FIMM Potatoes Co Ltd
PREMIERE,SE,4.7,Perth,McCain Potatoes
LADY ROSETTA,S,6,Moray,Meijer Potato UK
PREMIERE,S,1.3,Perth,McCain Potatoes
ARCADE,S,4.6,Moray,Mercian Limited
CARA,SE,0.9,Perth,FIMM Potatoes Co Ltd
ARCADE,S,4.5,Nairn,Mercian Limited
LADY ROSETTA,S,4.2,Nairn,Meijer Potato UK
BROOKE,S,5.7,Nairn,Saltire Seed Ltd
ARSENAL,S,4.4,Nairn,Agrico UK Ltd
SUNSET,PB,0.17,Aberdeen,Cygnet PEP Ltd
SAFIYAH,PB,0.09,Aberdeen,Cygnet PEP Ltd
ATLANTIC,PB,0.17,Aberdeen,Cygnet PEP Ltd
HERMES,PB,0.17,Aberdeen,Cygnet PEP Ltd
LADY ROSETTA,S,3.7,Nairn,Meijer Potato UK
LA STRADA,PB,0.13,Aberdeen,Cygnet PEP Ltd
LADY ROSETTA,S,2.6,Nairn,Meijer Potato UK
MARKIES,S,3.6,Moray,Agrico UK Ltd
DESIREE,PB,0.08,Aberdeen,Cygnet PEP Ltd
MARKIES,S,3.5,Moray,Agrico UK Ltd
BUSTER,PB,0.18,Aberdeen,IPM Potato Group Ltd
HERMES,SE,1.5,Perth,FIMM Potatoes Co Ltd
VANILLA,PB,0.02,Aberdeen,IPM Potato Group Ltd
ARCADE,S,2.9,Moray,Mercian Limited
HERMES,SE,3.5,Perth,FIMM Potatoes Co Ltd
HERMES,SE,4.5,Perth,FIMM Potatoes Co Ltd
SENSATION,PB,0.16,Aberdeen,IPM Potato Group Ltd
HERMES,E,5.3,Perth,FIMM Potatoes Co Ltd
ARCADE,S,1.4,Moray,Mercian Limited
HERMES,PB,0.04,Aberdeen,Saltire Seed Ltd
SWIFT,E,1.5,Perth,Caledonia Potatoes Ltd
PIROL,PB,0.04,Aberdeen,Saltire Seed Ltd
ARSENAL,S,0.9,Moray,Agrico UK Ltd
SWIFT,SE,2.5,Perth,Caledonia Potatoes Ltd
SHELFORD,PB,0.11,Aberdeen,Saltire Seed Ltd
PICASSO,S,0.4,Moray,Agrico UK Ltd
MARKIES,S,1.6,Moray,Agrico UK Ltd
BROOKE,PB,0.2,Aberdeen,Saltire Seed Ltd
VR 808,PB,0.75,Aberdeen,Saltire Seed Ltd
BABY LOU,PB,0.03,Aberdeen,Solana Seeds United Kingdom Ltd
MELODY,S,3.2,Moray,Meijer Potato UK
MELODY,S,1.4,Moray,Meijer Potato UK
BABY LOU,PB,0.03,Aberdeen,Solana Seeds United Kingdom Ltd
MARIS PIPER,S,1,Moray,James Taylor & Son
CARUSO,PB,0.02,Aberdeen,Solana Seeds United Kingdom Ltd
CARUSO,PB,0.02,Aberdeen,Solana Seeds United Kingdom Ltd
MARIS PIPER,S,2.6,Moray,James Taylor & Son
HERMES,S,8.7,Perth,Cygnet PEP Ltd
ENDEAVOUR,PB,0.04,Aberdeen,Solana Seeds United Kingdom Ltd
SHELFORD,S,3.1,Nairn,Saltire Seed Ltd
SHELFORD,S,3.9,Nairn,Saltire Seed Ltd
EDISON,PB,0.05,Aberdeen,Solana Seeds United Kingdom Ltd
MARKIES,S,1.8,Nairn,Agrico UK Ltd
MARKIES,SE,4.4,Nairn,Agrico UK Ltd
ROYAL,S,6.9,Perth,McCain Potatoes
HERMES,S,3,Perth,Cygnet PEP Ltd
MARKIES,E,2.3,Nairn,Agrico UK Ltd
MANITOU,S,3,Perth,Agrico UK Ltd
MARKIES,SE,0.8,Nairn,Agrico UK Ltd
DAISY,S,3.1,Perth,McCain Potatoes
MARKIES,E,3.1,Nairn,Agrico UK Ltd
ORCHESTRA,S,3.2,Nairn,Meijer Potato UK
CALEDONIAN ROSE,S,1.5,Perth,Caledonia Potatoes Ltd
LADY ANNA,S,0.5,Nairn,Meijer Potato UK
LADY ROSETTA,SE,1.9,Perth,Cygnet PEP Ltd
MANITOU,SE,1.4,Perth,Agrico UK Ltd
CALEDONIAN ROSE,E,3.2,Perth,Caledonia Potatoes Ltd
VR 808,S,6.3,Nairn,Stet Potato Ltd for Saltire Seed Ltd
ATLANTIC,SE,6,Perth,Cygnet PEP Ltd
VR 808,S,5.3,Nairn,Stet Potato Ltd for Saltire Seed Ltd
VR 808,S,2.3,Nairn,Stet Potato Ltd for Saltire Seed Ltd
VR 808,S,1.4,Nairn,Stet Potato Ltd for Saltire Seed Ltd
SHELFORD,S,0.5,Nairn,Saltire Seed Ltd
OSPREY,S,4,Perth,Caledonia Potatoes Ltd
BROOKE,S,2.8,Nairn,Saltire Seed Ltd
OSPREY,SE,2,Perth,Caledonia Potatoes Ltd
PICASSO,S,3.8,Moray,Agrico UK Ltd
ATLANTIC,SE,4,Perth,Cygnet PEP Ltd
ARSENAL,S,3.4,Moray,Agrico UK Ltd
ORCHESTRA,S,4.2,Moray,Meijer Potato UK
DAISY,S,4.5,Perth,McCain Potatoes
MELODY,S,2,Moray,Meijer Potato UK
BROOKE,S,4.9,Moray,Saltire Seed Ltd
PIROL,S,1.2,Moray,Saltire Seed Ltd
SHELFORD,S,0.7,Moray,Saltire Seed Ltd
KESTREL,E,1.9,Perth,Caledonia Potatoes Ltd
BROOKE,S,1.1,Moray,Saltire Seed Ltd
KESTREL,S,0.8,Perth,Caledonia Potatoes Ltd
KESTREL,S,1.3,Perth,Caledonia Potatoes Ltd
BROOKE,S,2.5,Moray,Saltire Seed Ltd
CALEDONIAN PEARL,E,1.9,Perth,Caledonia Potatoes Ltd
BROOKE,SE,2.5,Moray,Saltire Seed Ltd
INNOVATOR,S,5.9,Perth,McCain Potatoes
BROOKE,S,1.1,Moray,Saltire Seed Ltd
BROOKE,S,0.3,Moray,Saltire Seed Ltd
LADY ANNA,S,0.9,Moray,Meijer Potato UK
MARKIES,E,5.3,Perth,Agrico UK Ltd
MELODY,S,0.4,Moray,Meijer Potato UK
ORCHESTRA,S,0.1,Moray,Meijer Potato UK
MARVEL,E,2,Perth,Caledonia Potatoes Ltd
ATLANTIC,S,0.1,Perth,Cygnet PEP Ltd
MARKIES,S,0.1,Perth,Agrico UK Ltd
MANITOU,S,0.1,Perth,Agrico UK Ltd
HERMES,S,0.3,Perth,Cygnet PEP Ltd
PANTHER,S,0.1,Perth,HZPC UK Limited
INNOVATOR,S,0.2,Perth,HZPC UK Limited
PERFORMER,S,1.1,Perth,Agrico UK Ltd
MANITOU,S,0.6,Perth,Agrico UK Ltd
MARKIES,S,0.4,Perth,Agrico UK Ltd
PREMIERE,SE,2.2,Perth,McCain Potatoes
DRUID,SE,1.2,Angus,IPM Potato Group Ltd
HERMES,S,0.8,Perth,Cygnet PEP Ltd
OSPREY,SE,2.9,Perth,Caledonia Potatoes Ltd
PREMIERE,SE,1,Perth,Agrico UK Ltd
DIVAA,S,0.1,Perth,Classified Crops Limited
PREMIERE,SE,0.8,Perth,Agrico UK Ltd
PREMIERE,SE,2.5,Perth,Agrico UK Ltd
DIVAA,E,0.4,Perth,Classified Crops Limited
NADINE,S,2.6,Perth,Caledonia Potatoes Ltd
LADY ROSETTA,PB,0.3,Angus,Meijer Potato UK
FOXY,S,0.1,Perth,Classified Crops Limited
MARVEL,E,1,Perth,Caledonia Potatoes Ltd
LADY AMARILLA,PB,0.3,Angus,Meijer Potato UK
FOXY,SE,0.3,Perth,Classified Crops Limited
CARA,SE,0.4,Perth,FIMM Potatoes Co Ltd
LADY CLAIRE,S,0.3,Angus,Meijer Potato UK
MERLIN,S,0.1,Perth,Classified Crops Limited
CLEO,E,0.1,Perth,Classified Crops Limited
CLEO,E,0.1,Perth,Classified Crops Limited
HERMES,PB,0.2,Angus,Saltire Seed Ltd
ROYAL,S,2.9,Nairn,McCain Potatoes
BROOKE,S,0.3,Angus,Saltire Seed Ltd
MIRANDA,S,0.4,Perth,Solana Seeds United Kingdom Ltd
ROYAL,S,6.3,Aberdeen,McCain Potatoes
ATLANTIC,S,1,Perth,Cygnet PEP Ltd
VR 808,S,1,Angus,Stet Potato Ltd for Saltire Seed Ltd
MARKIES,S,1,Perth,Agrico UK Ltd
ROYAL,S,2.5,Aberdeen,McCain Potatoes
KING RUSSET,PB,4.22,Moray,McCain Potatoes
KING RUSSET,PB,1.6,Inverness,McCain Potatoes
KING RUSSET,PB,1.18,Inverness,McCain Potatoes
VR 808,PB,0.25,Angus,Stet Potato Ltd for Saltire Seed Ltd
BROOKE,PB,0.112,Angus,Saltire Seed Ltd
INNOVATOR,S,0.6,Aberdeen,McCain Potatoes
KING RUSSET,S,0.9,Aberdeen,McCain Potatoes
MARIS PIPER,E,4.7,Angus,Ovenstone Ltd
VENEZIA,S,2.4,Perth,Ovenstone Ltd
OPAL,S,0.9,Perth,Solana Seeds United Kingdom Ltd
CARUSO,S,3.5,Angus,Solana Seeds United Kingdom Ltd
LADY ALICIA,S,0.2,Angus,Meijer Potato UK
LADY ALICIA,PB,0.023,Angus,Meijer Potato UK
LADY CLAIRE,PB,0.025,Angus,Meijer Potato UK
LADY ROSETTA,PB,0.025,Angus,Meijer Potato UK
LADY AMARILLA,PB,0.02,Angus,Meijer Potato UK
AMANDA,S,0.1,Perth,Solana Seeds United Kingdom Ltd
ATLANTIC,S,0.1,Perth,Cygnet PEP Ltd
MARIS PIPER,SE,3.8,Roxburgh,J S Baird & Sons
PENTLAND DELL,S,7.5,Roxburgh,J S Baird & Sons
BABY LOU,S,0.1,Perth,Solana Seeds United Kingdom Ltd
PENTLAND DELL,S,2,Roxburgh,J S Baird & Sons
CARA,PB,0.033,Aberdeen,Cullen Allen Ltd
CARUSO,S,0.1,Perth,Solana Seeds United Kingdom Ltd
HERMES,PB,0.028,Aberdeen,Cullen Allen Ltd
HARRY,PB,0.038,Aberdeen,Cullen Allen Ltd
HERMES,S,0.1,Perth,Cygnet PEP Ltd
HARRY,PB,0.039,Aberdeen,Cullen Allen Ltd
INNOVATOR,S,0.1,Perth,HZPC UK Limited
LADY ROSETTA,S,0.1,Perth,Cygnet PEP Ltd
MANITOU,S,0.1,Perth,Agrico UK Ltd
MARKIES,S,0.1,Perth,Agrico UK Ltd
SH C 1010,PB,0.033,Aberdeen,Stet Potato Ltd
MIRANDA,S,0.1,Perth,Solana Seeds United Kingdom Ltd
OPAL,S,0.1,Perth,Solana Seeds United Kingdom Ltd
GEORGINA,PB,0.075,Aberdeen,Branston Ltd
LANORMA,PB,0.033,Aberdeen,Branston Ltd
MARIS PEER,PB,0.033,Aberdeen,A T Wilson & Co
JACKY,PB,0.02,Aberdeen,Agrico UK Ltd
GATSBY,S,0.4,Perth,Cygnet Potato Breeders Ltd
KINGSMAN,S,3,Perth,Cygnet Potato Breeders Ltd
HERMES,E,4.2,Aberdeen,George Ferries Ltd
DESIREE,SE,2,Aberdeen,George Ferries Ltd
MANHATTAN,S,8.7,Fife,Cygnet Potato Breeders Ltd
MANHATTAN,S,2.2,Fife,Cygnet Potato Breeders Ltd
MANHATTAN,S,8.6,Fife,Cygnet Potato Breeders Ltd
SAXON,S,6.3,Fife,Cygnet Potato Breeders Ltd
SAXON,S,1.4,Fife,Cygnet Potato Breeders Ltd
CARA,S,1.6,Angus,IPM Potato Group Ltd
CARA,E,23,Aberdeen,Sootywells Farms
CARA,S,4,Aberdeen,Sootywells Farms
CARA,S,9.5,Kincardine,Sootywells Farms
CARA,SE,7,Kincardine,Sootywells Farms
DESIREE,S,2,Kincardine,Sootywells Farms
DESIREE,S,9.3,Kincardine,Sootywells Farms
MARIS PIPER,S,2.5,Kincardine,Sootywells Farms
ALEX,E,0.2,Angus,Greenvale AP
ATLANTIC,S,0.1,Angus,Greenvale AP
ALEX,S,0.1,Angus,Greenvale AP
INTERNATIONAL KIDNEY,S,0.1,Angus,Greenvale AP
INTERNATIONAL KIDNEY,S,0.3,Angus,Greenvale AP
HERMES,S,2,Perth,Cygnet PEP Ltd
GEMSON,S,0.5,Ross,Grampian Growers
MARIS PIPER,S,3,Moray,James Taylor & Son
GEMSON,S,2.3,Ross,Grampian Growers
ARCADE,S,0.1,Moray,Mercian Limited
MARIS PIPER,S,0.5,Moray,James Taylor & Son
VR 808,S,1.2,Moray,Stet Potato Ltd for Saltire Seed Ltd
VALOR,SE,3.3,Angus,Caledonia Potatoes Ltd
VALOR,SE,1,Angus,Caledonia Potatoes Ltd
DAISY,S,8.4,Kincardine,McCain Potatoes
ROYAL,S,3.3,Kincardine,McCain Potatoes
INNOVATOR,S,10,Kincardine,McCain Potatoes
CARA,SE,5.5,Aberdeen,Fortrie Farms Ltd
CARA,SE,4.6,Aberdeen,Fortrie Farms Ltd
MARIS PEER,S,3.7,Angus,McEwan Potatoes Limited
DESIREE,SE,6,Angus,McEwan Potatoes Limited
WILJA,S,1,Angus,S E Wilja Growers
WILJA,SE,2.2,Angus,S E Wilja Growers
WILJA,SE,3,Angus,S E Wilja Growers
ROOSTER,S,0.4,Aberdeen,IPM Potato Group Ltd
ELECTRA,S,1.1,Aberdeen,IPM Potato Group Ltd
ROOSTER,SE,3.8,Aberdeen,IPM Potato Group Ltd
DESIREE,S,2.2,Perth,John Bryden (Potatoes) Ltd
DESIREE,S,4,Perth,John Bryden (Potatoes) Ltd
DESIREE,SE,3.6,Perth,John Bryden (Potatoes) Ltd
CARA,S,1.1,Perth,Strathmore Potatoes Ltd
CARA,S,6.8,Perth,Strathmore Potatoes Ltd
HERMES,S,1,Perth,Strathmore Potatoes Ltd
MARIS PIPER,S,9,Kincardine,G M Barclay & Sons
CARA,S,1.1,Kincardine,G M Barclay & Sons
CARA,SE,2.1,Kincardine,G M Barclay & Sons
MARKIES,SE,4.2,Kincardine,Agrico UK Ltd
MARKIES,S,5.6,Kincardine,Agrico UK Ltd
MARKIES,S,1.8,Kincardine,Agrico UK Ltd
MARKIES,S,5.3,Kincardine,Agrico UK Ltd
HERMES,S,3.8,Perth,Strathmore Potatoes Ltd
HERMES,SE,1.7,Perth,Strathmore Potatoes Ltd
HERMES,S,8.2,Kincardine,G M Barclay & Sons
HERMES,SE,1,Perth,Strathmore Potatoes Ltd
HERMES,SE,5.5,Kincardine,G M Barclay & Sons
MARIS PIPER,S,1.6,Perth,John Bryden (Potatoes) Ltd
HERMES,S,1.1,Aberdeen,G M Barclay & Sons
GEMSON,S,0.5,Aberdeen,Grampian Growers
GEMSON,S,2.6,Aberdeen,Grampian Growers
MARIS PIPER,S,3.6,Perth,John Bryden (Potatoes) Ltd
CARA,S,10.7,Kincardine,G M Barclay & Sons
CARA,SE,2,Kincardine,G M Barclay & Sons
CARA,SE,6.1,Kincardine,G M Barclay & Sons
CARA,SE,5.8,Kincardine,G M Barclay & Sons
ROYAL,S,13.7,Angus,McCain Potatoes
INNOVATOR,SE,12,Angus,McCain Potatoes
PREMIERE,PB,0.09,Inverness,McCain Potatoes
PREMIERE,SE,0.5,Inverness,McCain Potatoes
PREMIERE,S,0.2,Inverness,McCain Potatoes
CARA,S,1.8,Perth,Keith D Miller
CARA,S,4,Perth,Keith D Miller
MARIS PIPER,S,2.4,Perth,Keith D Miller
HERMES,E,3.6,Perth,Keith D Miller
DESIREE,E,1.9,Angus,Firm of R B Millar
CARA,SE,3.6,Angus,Firm of R B Millar
MARFONA,E,4.7,Angus,Firm of R B Millar
HERMES,SE,1.2,Angus,Firm of R B Millar
MARFONA,S,2.9,Angus,Firm of R B Millar
MARIS PIPER,S,1.2,Angus,Firm of R B Millar
VENEZIA,SE,3.9,Angus,Greenvale AP
ADIB,S,1.7,Angus,Cullen Allen Ltd
ESTIMA,S,3,Angus,Firm of R B Millar
CARA,SE,5.1,Angus,Firm of R B Millar
DESIREE,SE,3,Angus,Firm of R B Millar
HERMES,S,3.1,Angus,Firm of R B Millar
ESTIMA,S,0.7,Angus,Firm of R B Millar
DESIREE,S,0.8,Angus,Firm of R B Millar
KINGSMAN,S,1,Angus,Cygnet Potato Breeders Ltd
NAVAN,S,1.4,Angus,Cygnet Potato Breeders Ltd
KINGSMAN,S,3.3,Angus,Cygnet Potato Breeders Ltd
DESIREE,S,1.8,Angus,Firm of R B Millar
CARA,S,2.3,Angus,Firm of R B Millar
MARIS PIPER,SE,2,Angus,Firm of R B Millar
CARA,SE,3.1,Angus,Firm of R B Millar
CARA,E,4,Angus,Firm of R B Millar
HERMES,S,1.8,Angus,Firm of R B Millar
PINK FIR APPLE,E,3.6,Angus,Salmon Gibston Farms Ltd
CHARLOTTE,S,4.4,Angus,Salmon Gibston Farms Ltd
MARIS PEER,S,0.8,Angus,Salmon Gibston Farms Ltd
NICOLA,S,3.9,Kincardine,Salmon Gibston Farms Ltd
CHARLOTTE,S,8,Kincardine,Salmon Gibston Farms Ltd
MARIS PEER,S,4.1,Kincardine,Salmon Gibston Farms Ltd
MARIS PEER,S,4.3,Kincardine,Salmon Gibston Farms Ltd
CHARLOTTE,SE,3.3,Kincardine,Salmon Gibston Farms Ltd
BELLE DE FONTENAY,SE,0.3,Kincardine,Salmon Gibston Farms Ltd
MARIS PIPER,S,2.7,Kincardine,Salmon Gibston Farms Ltd
CHARLOTTE,SE,0.6,Kincardine,Salmon Gibston Farms Ltd
NAVAN,S,0.5,Angus,Cygnet Potato Breeders Ltd
ARCADE,S,0.1,Moray,Mercian Limited
ORCHESTRA,S,0.1,Moray,Meijer Potato UK
MELODY,S,0.1,Moray,Meijer Potato UK
SAXON,S,4.4,Perth,Cygnet Potato Breeders Ltd
SAXON,S,3.6,Perth,Cygnet Potato Breeders Ltd
SAXON,S,0.4,Perth,Cygnet Potato Breeders Ltd
CARA,SE,4.6,Perth,Strathmore Potatoes Ltd
ARRAN PILOT,S,3.2,Perth,John Bryden (Potatoes) Ltd
CARA,PB,0.033,Aberdeen,A T Wilson & Co
MARIS PEER,S,11,Ross,Easter Ross Potatoes
MARIS PEER,S,1.9,Ross,Easter Ross Potatoes
ARSENAL,S,0.5,Aberdeen,Agrico UK Ltd
MANITOU,S,0.5,Aberdeen,Agrico UK Ltd
MARIS PIPER,S,4.3,Ross,Easter Ross Potatoes
MARIS PEER,S,0.6,Ross,Easter Ross Potatoes
MANITOU,S,3.4,Aberdeen,Agrico UK Ltd
CHARLOTTE,S,10,Ross,Easter Ross Potatoes
ARSENAL,S,3.4,Aberdeen,Agrico UK Ltd
ELECTRA,S,0.4,Aberdeen,IPM Potato Group Ltd
HERMES,SE,2.5,Aberdeen,George Ferries Ltd
HERMES,E,4.2,Aberdeen,George Ferries Ltd
ROOSTER,S,0.2,Aberdeen,IPM Potato Group Ltd
ALEXANDRA,S,3,Ross,Albert Bartlett & Sons (Airdrie) Ltd
ELECTRA,SE,5.6,Aberdeen,IPM Potato Group Ltd
BABY LOU,S,1.4,Ross,Solana Seeds United Kingdom Ltd
EDISON,S,0.5,Ross,Solana Seeds United Kingdom Ltd
DESIREE,S,1.5,Aberdeen,Ian Cruickshank (Potatoes) Ltd
DESIREE,S,6.5,Aberdeen,Ian Cruickshank (Potatoes) Ltd
CHARLOTTE,S,1.6,Aberdeen,Ian Cruickshank (Potatoes) Ltd
CHARLOTTE,S,7.9,Aberdeen,Ian Cruickshank (Potatoes) Ltd
DESIREE,S,0.2,Aberdeen,Ian Cruickshank (Potatoes) Ltd
PICASSO,S,2.6,Aberdeen,Agrico UK Ltd
SORAYA,S,3,Aberdeen,Cullen Allen Ltd
GEMSON,S,2.4,Aberdeen,Grampian Growers
MARIS PIPER,S,2.9,Aberdeen,Messrs A M Henderson
SORAYA,S,0.6,Aberdeen,Cullen Allen Ltd
CARA,S,1.4,Aberdeen,Messrs A M Henderson
CARA,S,0.5,Aberdeen,Messrs A M Henderson
HERMES,S,0.9,Aberdeen,Messrs A M Henderson
HERMES,S,8.8,Aberdeen,Messrs A M Henderson
CARA,S,9,Aberdeen,Messrs A M Henderson
CARA,S,2,Aberdeen,Messrs A M Henderson
CARA,S,2.3,Aberdeen,Messrs A M Henderson
CARA,SE,3.9,Aberdeen,Messrs A M Henderson
CARA,SE,5,Aberdeen,Messrs A M Henderson
CARA,E,2,Aberdeen,Messrs A M Henderson
HERMES,S,0.4,Aberdeen,Messrs A M Henderson
HERMES,E,3.3,Aberdeen,Messrs A M Henderson
HERMES,E,4,Aberdeen,Messrs A M Henderson
HERMES,E,2.8,Aberdeen,Messrs A M Henderson
SH C 909,PB,0.04,Aberdeen,Stet Potato Ltd for Saltire Seed Ltd
HERMES,PB,0.3,Ross,Saltire Seed Ltd
KING RUSSET,PB,0.27,Ross,McCain Potatoes
KING RUSSET,S,3.5,Ross,McCain Potatoes
OPAL,PB,0.22,Ross,Solana Seeds United Kingdom Ltd
SH C 1010,PB,0.38,Ross,Stet Potato Ltd
EDISON,PB,0.5,Ross,Solana Seeds United Kingdom Ltd
PIROL,PB,0.16,Ross,Saltire Seed Ltd
HERACLEA,PB,0.8,Ross,HZPC UK Limited
CARA,SE,4,Perth,Cygnet PEP Ltd
ARCADE,PB,0.45,Ross,Mercian Limited
ATLANTIC,S,4,Perth,Cygnet PEP Ltd
LORIMER,S,2,Perth,Cygnet PEP Ltd
EUROSTAR,PB,0.57,Ross,Stet Potato Ltd
AMANDA,PB,0.44,Ross,Solana Seeds United Kingdom Ltd
SUNSET,S,1.2,Perth,Cygnet PEP Ltd
PARIS,PB,0.96,Ross,Mercian Limited
LA STRADA,S,1.6,Perth,Cygnet PEP Ltd
RUSSET BURBANK,SE,1.2,Perth,Cygnet PEP Ltd
PARIS,PB,0.8,Ross,Mercian Limited
ATLANTIC,S,2,Perth,Cygnet PEP Ltd
LA STRADA,S,2.5,Perth,Cygnet PEP Ltd
CARA,E,2.4,Perth,Cygnet PEP Ltd
HERMES,PB,1.72,Ross,Saltire Seed Ltd
HERACLEA,PB,1.12,Ross,HZPC UK Limited
ATLANTIC,S,2,Perth,Cygnet PEP Ltd
LA STRADA,S,2,Perth,Cygnet PEP Ltd
LORIMER,S,1.6,Perth,Cygnet PEP Ltd
LA STRADA,S,2.4,Perth,Cygnet PEP Ltd
HERMES,S,2,Perth,Cygnet PEP Ltd
CARA,SE,1.6,Perth,Cygnet PEP Ltd
CARA,E,4,Perth,Cygnet PEP Ltd
HERMES,SE,4,Perth,Cygnet PEP Ltd
RUSSET BURBANK,S,1.6,Perth,Cygnet PEP Ltd
SUNSET,S,0.8,Perth,Cygnet PEP Ltd
LA STRADA,S,0.8,Perth,Cygnet PEP Ltd
CHALLENGER,PB,0.63,Ross,HZPC UK Limited
ARCADE,S,0.6,Ross,Mercian Limited
SAFIYAH,S,4.1,Angus,Cygnet PEP Ltd
SH C 909,PB,0.14,Ross,Stet Potato Ltd for Saltire Seed Ltd
MARIS PIPER,E,4.3,Angus,Firm of J & C Millar
GEORGINA,S,2,Ross,Branston Ltd
SHELFORD,PB,1.06,Ross,Saltire Seed Ltd
TAURUS,PB,1.24,Ross,HZPC UK Limited
VR 808,PB,1.55,Ross,Stet Potato Ltd for Saltire Seed Ltd
VR 808,S,6.7,Ross,Stet Potato Ltd for Saltire Seed Ltd
PICASSO,S,4.5,Angus,Agrico UK Ltd
PICASSO,S,0.5,Angus,Agrico UK Ltd
PREMIERE,PB,0.69,Aberdeen,Scott & Newman Ltd
PREMIERE,PB,0.36,Aberdeen,Scott & Newman Ltd
ESTIMA,S,2.5,Aberdeen,Scott & Newman Ltd
ESTIMA,PB,1.74,Aberdeen,Scott & Newman Ltd
ESTIMA,PB,1.53,Aberdeen,Scott & Newman Ltd
PREMIERE,PB,1.4,Aberdeen,Scott & Newman Ltd
PREMIERE,PB,1.38,Aberdeen,Scott & Newman Ltd
DAISY,PB,0.29,Aberdeen,WCM Ltd for Germicopa UK Ltd
DAISY,PB,0.016,Aberdeen,WCM Ltd for Germicopa UK Ltd
DAISY,PB,0.67,Aberdeen,WCM Ltd for Germicopa UK Ltd
DAISY,S,1.7,Aberdeen,WCM Ltd for Germicopa UK Ltd
MEERA,PB,0.044,Aberdeen,McCreight Potatoes Ltd
MEERA,PB,0.007,Aberdeen,McCreight Potatoes Ltd
MONDEO,PB,0.047,Aberdeen,McCreight Potatoes Ltd
KINGSMAN,S,0.9,Angus,Cygnet Potato Breeders Ltd
MONDEO,PB,0.047,Aberdeen,McCreight Potatoes Ltd
KINGSMAN,S,4.2,Angus,Cygnet Potato Breeders Ltd
AGRIA,PB,0.13,Aberdeen,McCreight Potatoes Ltd
CELEBRATION,PB,0.09,Aberdeen,McCreight Potatoes Ltd
CELEBRATION,PB,0.11,Aberdeen,McCreight Potatoes Ltd
HERMES,PB,0.31,Aberdeen,McCreight Potatoes Ltd
EFERA,PB,0.08,Aberdeen,McCreight Potatoes Ltd
DAMASK,PB,0.07,Aberdeen,McCreight Potatoes Ltd
TAURUS,PB,3.42,Ross,HZPC UK Limited
DAMASK,PB,1.04,Aberdeen,McCreight Potatoes Ltd
MONDEO,PB,0.29,Aberdeen,McCreight Potatoes Ltd
PIROL,PB,4.77,Ross,Saltire Seed Ltd
CELEBRATION,PB,1.77,Aberdeen,McCreight Potatoes Ltd
EFERA,PB,0.34,Aberdeen,McCreight Potatoes Ltd
ROSEGARDEN,PB,0.92,Aberdeen,McCreight Potatoes Ltd
ROSEGARDEN,PB,0.81,Aberdeen,McCreight Potatoes Ltd
SHELFORD,S,0.6,Ross,Saltire Seed Ltd
ROSEGARDEN,PB,0.81,Aberdeen,McCreight Potatoes Ltd
HERMES,PB,2.47,Aberdeen,J & W F Lind
HERMES,PB,2.55,Aberdeen,J & W F Lind
HERMES,PB,0.41,Aberdeen,J & W F Lind
HERMES,PB,0.19,Aberdeen,J & W F Lind
HERMES,PB,0.23,Aberdeen,J & W F Lind
HERMES,S,2.4,Aberdeen,J & W F Lind
HERMES,S,2.7,Aberdeen,J & W F Lind
KERR'S PINK,PB,1.09,Aberdeen,J & W F Lind
KERR'S PINK,PB,1.54,Aberdeen,J & W F Lind
GOLDEN WONDER,PB,1.38,Aberdeen,J & W F Lind
LADY ROSETTA,PB,3.44,Aberdeen,J & W F Lind
SPUNTA,PB,0.32,Aberdeen,J & W F Lind
KING EDWARD,PB,0.04,Aberdeen,J & W F Lind
GOLDEN WONDER,PB,0.009,Aberdeen,J & W F Lind
DESIREE,PB,0.002,Aberdeen,J & W F Lind
DESIREE,PB,0.006,Aberdeen,J & W F Lind
